data10, data20, data30, data40, data50, data60, data70, data80, data90, data100
24.969, 5.299, 62.205, 127.492, 151.351, 155.242, 37.792, 5.671, 173.371, 210.580
24.955, 9.236, 62.208, 97.638, 151.454, 155.244, 37.335, 59.208, 173.374, 210.586
24.948, 5.684, 62.247, 97.726, 151.427, 155.231, 37.303, 59.210, 173.350, 210.590
5.607, 6.454, 62.235, 97.701, 151.372, 155.231, 37.257, 59.210, 173.315, 210.522
5.546, 25.101, 62.332, 97.666, 151.389, 155.232, 52.443, 59.195, 173.306, 210.468
11.024, 24.947, 81.364, 97.659, 151.390, 155.233, 52.415, 59.178, 173.249, 210.461
10.964, 24.793, 81.210, 97.659, 151.400, 155.236, 52.416, 59.152, 173.228, 210.458
14.640, 24.752, 81.118, 97.657, 151.398, 155.429, 52.419, 59.145, 306.247, 210.465
14.708, 36.095, 81.011, 97.586, 151.394, 155.616, 52.474, 59.094, 306.864, 210.378
10.808, 36.104, 80.919, 97.535, 151.391, 155.631, 52.542, 59.088, 306.887, 210.360
10.735, 39.194, 80.991, 97.514, 151.439, 155.607, 52.594, 59.134, 306.897, 210.347
24.160, 39.223, 80.880, 97.667, 151.467, 155.622, 52.595, 54.707, 306.904, 210.306
24.317, 39.231, 80.754, 97.508, 151.485, 155.627, 52.607, 54.677, 306.894, 210.280
24.319, 39.203, 80.410, 97.498, 151.486, 155.820, 62.772, 54.660, 306.887, 210.089
24.335, 30.397, 80.291, 97.442, 151.523, 155.819, 62.808, 54.660, 306.890, 210.078
5.376, 30.435, 60.935, 97.434, 151.527, 155.806, 62.852, 54.363, 306.909, 210.089
5.406, 30.400, 60.938, 97.453, 152.096, 155.799, 62.891, 54.340, 306.861, 210.087
5.628, 30.412, 61.007, 97.423, 152.075, 155.865, 62.908, 53.972, 306.836, 210.061
5.809, 30.380, 61.011, 34.702, 152.087, 155.838, 62.939, 53.956, 306.847, 210.048
10.396, 30.638, 61.005, 34.617, 152.098, 155.814, 62.965, 25.602, 306.847, 210.070
5.971, 13.846, 61.008, 34.605, 152.100, 155.815, 63.000, 25.662, 306.783, 210.064
6.930, 13.741, 60.969, 34.594, 152.110, 155.797, 63.031, 25.881, 306.771, 210.211
16.774, 9.725, 60.965, 34.577, 152.116, 155.780, 62.990, 25.834, 306.731, 210.208
16.869, 9.681, 60.985, 34.591, 152.120, 155.776, 62.963, 48.927, 306.693, 210.160
16.904, 5.228, 60.976, 94.581, 152.123, 110.364, 5.418, 48.957, 306.700, 210.148
20.425, 18.942, 53.840, 94.576, 152.130, 110.524, 35.563, 48.959, 306.691, 210.138
20.496, 18.945, 53.880, 98.413, 151.939, 110.639, 35.432, 48.956, 306.699, 210.184
20.466, 18.898, 53.923, 98.366, 181.457, 110.697, 35.432, 48.958, 306.897, 210.187
5.643, 5.387, 53.916, 98.374, 182.147, 110.752, 35.250, 48.953, 306.925, 23.706
5.422, 4.731, 53.912, 98.383, 182.245, 111.025, 35.982, 48.981, 306.959, 19.849
5.273, 5.744, 53.917, 98.377, 182.341, 111.086, 35.999, 48.982, 306.977, 209.374
10.107, 6.031, 53.912, 98.279, 182.522, 111.146, 23.845, 52.110, 306.977, 209.563
6.151, 14.725, 53.909, 98.226, 182.633, 111.173, 23.989, 52.212, 306.986, 209.676
28.853, 14.769, 53.923, 98.193, 182.751, 111.228, 68.751, 52.203, 306.987, 209.772
28.849, 38.454, 53.935, 98.179, 182.780, 111.314, 68.815, 52.202, 306.988, 209.871
32.989, 38.435, 36.713, 98.145, 182.852, 111.403, 68.871, 52.017, 306.966, 209.965
32.895, 38.456, 36.795, 98.113, 182.948, 41.236, 68.812, 52.030, 306.991, 210.055
32.863, 38.491, 36.798, 98.087, 183.028, 41.081, 68.727, 52.030, 33.446, 210.125
10.369, 38.490, 36.800, 98.005, 183.160, 40.389, 68.703, 51.996, 32.800, 210.191
11.234, 38.492, 36.789, 98.163, 183.256, 40.308, 68.679, 62.587, 32.712, 210.238
11.113, 38.486, 36.797, 127.646, 183.279, 10.026, 119.006, 62.692, 32.576, 210.300
5.667, 7.857, 19.977, 127.622, 183.303, 83.101, 118.987, 62.788, 30.064, 210.339
15.082, 15.121, 19.989, 127.595, 183.414, 83.184, 118.682, 62.881, 45.963, 210.387
29.535, 15.028, 23.968, 127.480, 183.059, 83.192, 118.509, 62.974, 46.015, 210.457
29.518, 14.973, 23.968, 127.469, 183.153, 83.192, 118.505, 63.059, 46.005, 210.530
29.279, 12.897, 35.981, 127.467, 183.237, 83.208, 119.066, 239.182, 45.991, 210.607
11.139, 12.919, 35.977, 127.463, 183.333, 83.202, 119.015, 239.019, 45.993, 210.764
11.196, 5.972, 35.957, 127.447, 183.188, 83.201, 119.022, 238.866, 45.981, 210.874
5.642, 10.284, 35.427, 127.424, 183.276, 83.197, 118.912, 238.761, 45.913, 210.994
4.899, 10.311, 35.404, 127.411, 183.369, 83.206, 118.979, 238.654, 45.870, 211.099
9.764, 5.677, 35.393, 127.397, 224.287, 83.194, 118.959, 238.543, 101.827, 211.056
6.180, 14.412, 35.384, 127.403, 224.192, 83.191, 118.955, 238.405, 101.902, 211.170
5.952, 14.181, 22.585, 127.411, 224.117, 83.200, 137.304, 238.381, 103.330, 211.270
5.952, 5.487, 22.588, 127.381, 223.940, 83.190, 137.097, 238.277, 103.321, 211.331
6.062, 5.588, 22.570, 127.352, 223.830, 83.132, 137.004, 238.167, 103.328, 210.868
6.666, 5.277, 5.188, 127.357, 223.739, 83.129, 136.896, 238.076, 103.322, 210.822
17.552, 13.701, 21.327, 127.371, 223.650, 14.629, 136.777, 238.019, 103.296, 210.802
17.564, 33.234, 21.375, 127.349, 223.567, 15.183, 136.664, 238.006, 103.290, 210.804
6.363, 29.953, 21.364, 127.342, 223.498, 20.687, 136.567, 237.959, 104.359, 210.791
5.382, 29.840, 31.001, 127.336, 223.392, 20.932, 136.433, 237.854, 104.317, 210.794
11.834, 29.814, 31.057, 127.340, 223.302, 49.159, 136.319, 237.786, 104.075, 210.789
11.611, 29.597, 35.183, 23.764, 223.195, 47.997, 136.409, 74.582, 104.116, 210.782
10.482, 41.752, 35.211, 23.757, 223.154, 48.090, 135.595, 70.438, 104.120, 211.846
9.124, 41.758, 35.217, 99.852, 222.916, 48.088, 135.454, 70.222, 104.120, 211.862
14.851, 41.719, 35.211, 99.867, 222.771, 48.033, 135.361, 70.112, 104.115, 211.877
14.847, 41.699, 11.145, 99.860, 222.648, 48.011, 135.200, 69.802, 104.120, 211.884
19.191, 41.670, 11.343, 99.873, 222.563, 48.008, 135.073, 69.764, 104.117, 211.904
19.229, 41.653, 15.819, 99.911, 222.496, 105.068, 134.974, 69.522, 104.088, 211.886
19.230, 41.655, 15.820, 99.911, 222.395, 105.042, 94.570, 69.514, 104.061, 211.897
5.874, 41.627, 15.821, 99.920, 222.285, 105.042, 94.597, 69.473, 151.760, 61.300
5.519, 23.914, 32.190, 99.922, 222.183, 105.046, 94.602, 69.438, 151.721, 59.810
5.042, 23.903, 32.223, 99.925, 222.183, 105.047, 94.527, 20.556, 151.709, 59.077
5.658, 23.801, 32.265, 99.905, 222.098, 105.047, 94.589, 20.545, 151.420, 58.983
5.707, 23.767, 32.297, 99.932, 221.990, 105.123, 94.789, 153.052, 151.805, 58.885
7.684, 10.453, 32.404, 99.926, 221.905, 105.368, 94.779, 153.028, 151.785, 58.787
13.341, 10.440, 8.641, 100.058, 221.817, 105.396, 94.789, 153.006, 151.775, 59.995
13.276, 5.875, 61.730, 100.230, 221.758, 105.399, 94.777, 153.001, 151.736, 60.035
7.286, 8.636, 61.769, 100.288, 139.926, 105.357, 94.786, 152.990, 151.738, 60.019
16.287, 15.246, 61.751, 100.371, 139.989, 105.333, 94.794, 153.018, 151.591, 60.027
16.346, 15.295, 61.773, 100.434, 140.031, 104.823, 94.815, 153.016, 151.594, 60.077
11.392, 15.267, 61.773, 133.939, 140.057, 104.808, 94.824, 153.055, 151.581, 272.860
5.580, 5.635, 61.777, 133.998, 140.088, 104.831, 94.841, 153.049, 151.576, 272.687
5.605, 10.293, 61.780, 133.956, 140.801, 104.862, 94.865, 153.027, 151.582, 272.138
5.089, 29.873, 61.610, 133.934, 140.772, 104.855, 94.888, 153.028, 151.578, 272.034
5.688, 26.736, 61.634, 133.911, 140.597, 104.850, 94.871, 153.018, 151.589, 271.943
41.679, 26.756, 61.712, 134.189, 140.613, 204.062, 89.563, 153.003, 151.090, 271.847
41.841, 26.775, 16.831, 134.204, 140.644, 204.105, 89.732, 152.996, 151.070, 271.748
41.832, 26.773, 17.010, 134.152, 140.665, 204.071, 89.739, 152.996, 151.025, 271.650
41.828, 7.683, 17.084, 134.161, 140.678, 203.974, 89.773, 152.745, 150.973, 271.564
41.849, 34.238, 9.721, 134.142, 140.685, 203.918, 89.789, 152.731, 150.967, 271.487
42.116, 34.306, 47.748, 134.145, 140.680, 203.808, 90.005, 152.722, 150.931, 271.384
42.109, 34.290, 47.689, 134.129, 140.604, 203.800, 90.020, 152.724, 150.923, 271.295
15.326, 34.288, 47.621, 134.127, 140.497, 203.699, 90.006, 152.700, 150.827, 271.216
15.313, 34.267, 47.520, 134.121, 140.418, 203.569, 90.025, 152.640, 150.537, 271.108
5.585, 34.249, 47.325, 134.164, 140.414, 203.622, 90.022, 152.624, 150.504, 271.012
16.399, 13.826, 47.140, 134.162, 140.421, 203.419, 90.033, 152.618, 150.515, 270.922
16.245, 13.846, 47.025, 134.223, 140.354, 203.305, 89.990, 152.609, 150.503, 269.094
16.263, 5.521, 14.176, 134.254, 140.231, 203.156, 90.015, 268.969, 260.397, 268.316
11.601, 9.450, 11.030, 134.261, 140.107, 203.029, 89.860, 269.045, 260.455, 268.194
20.599, 9.482, 11.028, 134.286, 140.034, 202.919, 89.876, 269.031, 260.486, 268.129
16.678, 4.953, 6.175, 134.323, 141.475, 202.899, 89.868, 269.047, 260.436, 267.993
16.612, 13.941, 8.889, 134.349, 141.498, 202.887, 11.438, 269.088, 260.415, 267.862
5.983, 13.979, 98.329, 134.413, 141.431, 202.694, 12.037, 269.049, 260.352, 267.360
5.222, 6.394, 98.469, 108.075, 141.425, 202.683, 41.203, 269.057, 259.923, 267.259
5.620, 24.426, 98.499, 108.090, 141.372, 202.648, 41.211, 269.041, 259.890, 84.355
15.716, 24.443, 98.499, 108.257, 141.323, 202.621, 41.247, 269.039, 259.855, 84.358
15.721, 24.472, 98.324, 108.285, 141.322, 202.603, 41.278, 269.026, 259.846, 84.520
10.400, 24.453, 98.334, 108.335, 141.331, 202.603, 41.249, 269.031, 259.838, 84.645
10.406, 49.254, 98.342, 108.363, 141.337, 202.587, 41.239, 269.030, 259.847, 84.647
19.642, 49.334, 98.319, 108.392, 141.348, 202.573, 41.234, 269.361, 259.845, 84.878
19.637, 49.282, 98.312, 108.421, 141.356, 202.528, 155.857, 269.359, 259.816, 84.856
19.652, 49.288, 98.314, 108.383, 141.292, 202.516, 155.962, 269.371, 259.741, 84.867
10.121, 49.262, 98.321, 108.387, 141.297, 202.487, 155.966, 269.369, 259.737, 84.872
10.127, 49.299, 98.310, 108.345, 141.343, 202.471, 155.967, 269.348, 259.683, 84.944
5.445, 49.229, 98.318, 108.358, 141.358, 202.470, 155.709, 269.297, 259.702, 85.022
5.412, 49.192, 98.302, 108.443, 141.364, 202.416, 155.586, 269.303, 259.498, 336.689
15.876, 49.065, 98.286, 108.455, 141.374, 202.344, 155.588, 269.283, 259.530, 336.705
15.908, 34.374, 98.302, 108.487, 141.380, 202.361, 155.585, 269.270, 259.524, 336.690
6.570, 34.464, 98.313, 108.456, 141.394, 202.343, 155.600, 269.260, 259.429, 336.705
5.060, 34.676, 5.508, 108.451, 141.361, 202.328, 155.614, 269.256, 259.407, 336.713
6.899, 34.682, 43.602, 134.855, 141.373, 103.173, 155.534, 269.240, 259.345, 336.708
20.646, 34.678, 43.630, 134.892, 141.433, 103.407, 155.525, 269.204, 259.318, 336.708
20.057, 34.658, 43.568, 134.887, 141.451, 103.528, 155.379, 269.182, 259.249, 336.701
20.070, 20.667, 43.519, 134.890, 141.511, 103.640, 155.255, 269.206, 259.158, 336.705
5.838, 20.572, 43.433, 134.876, 154.541, 103.638, 155.239, 269.214, 259.101, 336.707
5.854, 20.520, 42.888, 134.873, 156.116, 103.667, 155.241, 269.180, 259.042, 336.707
5.574, 20.505, 42.793, 134.940, 156.118, 103.945, 155.228, 269.181, 258.957, 336.742
11.060, 11.269, 8.955, 134.943, 156.130, 104.038, 155.210, 269.120, 258.900, 336.814
10.936, 42.964, 35.882, 134.874, 156.142, 104.104, 155.196, 268.967, 258.902, 336.828
6.274, 43.006, 35.811, 134.866, 156.148, 104.134, 155.190, 268.957, 258.884, 336.833
12.010, 42.999, 141.574, 134.863, 156.104, 104.298, 155.165, 268.973, 258.882, 336.839
12.042, 42.993, 141.022, 134.861, 156.100, 104.354, 155.197, 268.981, 258.913, 336.827
7.598, 42.979, 140.906, 134.849, 156.083, 104.440, 155.209, 268.968, 258.915, 336.810
11.422, 42.965, 140.109, 134.885, 156.118, 104.485, 155.195, 268.967, 258.923, 336.814
11.448, 42.944, 139.778, 134.876, 156.110, 104.720, 155.328, 269.006, 258.918, 336.817
5.611, 42.929, 139.628, 134.869, 156.153, 89.147, 155.240, 269.008, 259.038, 336.801
5.109, 4.991, 139.516, 134.869, 156.179, 88.995, 155.140, 269.006, 259.011, 336.789
5.963, 6.555, 139.375, 134.872, 156.206, 90.514, 155.052, 268.978, 259.014, 336.778
5.739, 22.279, 139.249, 134.866, 156.216, 90.528, 83.771, 268.967, 259.035, 336.776
5.814, 22.528, 139.133, 134.837, 156.232, 90.236, 83.949, 268.945, 259.767, 336.777
6.169, 22.535, 138.995, 134.853, 156.272, 90.328, 84.100, 107.695, 259.868, 336.745
10.449, 31.458, 138.866, 134.865, 156.288, 90.360, 84.165, 107.962, 259.923, 336.655
10.868, 31.450, 138.656, 134.864, 156.322, 90.148, 84.182, 108.016, 259.968, 336.644
10.973, 31.439, 138.495, 96.681, 156.343, 90.177, 84.208, 108.224, 259.984, 336.643
5.260, 31.416, 138.645, 96.732, 156.351, 90.133, 84.226, 108.201, 259.954, 336.394
5.698, 31.404, 138.532, 96.754, 156.356, 31.860, 84.279, 108.188, 29.337, 336.380
5.725, 9.078, 138.420, 96.779, 156.370, 30.615, 84.295, 108.135, 22.402, 336.391
6.212, 20.960, 138.283, 96.788, 156.375, 30.991, 84.070, 108.180, 22.442, 336.401
6.423, 20.970, 41.575, 96.799, 156.394, 30.190, 84.114, 108.160, 152.906, 336.396
6.006, 20.949, 41.619, 96.820, 156.408, 113.732, 84.107, 108.154, 152.809, 336.399
6.137, 20.929, 41.618, 96.794, 134.328, 113.646, 84.148, 108.159, 152.799, 336.416
5.731, 6.547, 41.616, 96.765, 134.404, 113.600, 84.237, 108.591, 152.793, 336.423
6.157, 28.672, 41.548, 96.734, 134.419, 113.566, 48.323, 108.599, 152.803, 336.410
16.785, 28.644, 41.498, 96.727, 134.418, 113.487, 48.271, 108.588, 152.809, 336.401
16.842, 28.423, 41.480, 96.707, 134.453, 113.458, 48.200, 165.281, 152.749, 336.399
5.884, 28.332, 17.074, 96.711, 134.481, 113.437, 48.209, 165.197, 152.735, 336.428
5.410, 7.322, 17.115, 96.709, 134.498, 113.403, 48.177, 165.189, 152.696, 336.445
5.847, 7.014, 17.068, 96.716, 134.511, 113.329, 48.150, 165.255, 152.678, 336.445
16.105, 14.566, 16.542, 96.710, 134.514, 113.317, 48.159, 164.978, 152.705, 336.434
16.096, 14.618, 16.453, 96.707, 134.518, 113.278, 200.345, 164.933, 152.741, 336.433
6.552, 5.337, 87.011, 131.804, 134.529, 113.061, 201.003, 165.002, 152.741, 336.455
6.053, 6.121, 87.088, 131.828, 134.528, 112.838, 201.171, 165.000, 152.733, 336.494
5.232, 20.764, 87.069, 131.789, 134.525, 112.789, 201.304, 164.904, 152.731, 336.494
10.964, 20.827, 87.004, 131.785, 134.307, 112.690, 201.523, 165.119, 152.740, 336.470
10.985, 20.839, 86.995, 131.821, 134.287, 112.590, 202.628, 165.104, 152.743, 336.471
6.121, 6.785, 86.973, 131.701, 134.262, 112.509, 202.739, 164.919, 152.738, 336.448
5.462, 31.252, 86.968, 131.583, 134.246, 112.484, 202.790, 164.894, 152.726, 336.458
5.603, 31.316, 86.909, 131.626, 134.295, 112.460, 202.888, 164.881, 152.728, 336.436
5.551, 31.251, 86.884, 131.670, 134.309, 112.354, 202.967, 164.800, 152.729, 336.385
5.470, 31.284, 86.883, 131.684, 134.320, 38.260, 202.983, 164.793, 150.263, 336.427
15.781, 31.300, 86.881, 131.676, 134.549, 38.249, 203.062, 164.781, 150.202, 336.394
15.763, 8.516, 86.874, 131.711, 134.526, 38.234, 203.158, 164.711, 150.178, 336.363
5.905, 29.142, 86.834, 131.737, 134.546, 38.230, 203.239, 164.675, 150.150, 336.348
11.103, 29.258, 86.848, 131.747, 134.558, 38.217, 203.412, 164.660, 150.085, 336.202
10.984, 29.233, 86.837, 131.783, 161.956, 38.203, 203.468, 164.354, 150.018, 336.197
6.056, 29.227, 57.290, 131.794, 162.057, 27.610, 203.552, 164.283, 13.095, 336.206
9.715, 29.220, 57.033, 131.785, 162.068, 27.667, 203.614, 164.219, 13.044, 336.184
5.789, 19.998, 55.339, 131.790, 162.078, 27.645, 203.689, 164.028, 21.813, 336.145
11.088, 19.941, 55.319, 131.790, 162.131, 27.623, 203.771, 25.650, 21.870, 187.585
11.086, 19.891, 55.326, 131.783, 162.157, 27.612, 203.849, 25.347, 23.636, 187.669
10.803, 19.875, 55.333, 131.762, 162.162, 22.627, 317.106, 235.764, 23.626, 187.673
10.786, 24.188, 55.342, 131.768, 162.211, 22.670, 317.047, 235.672, 6.533, 187.622
26.964, 24.246, 55.405, 131.771, 162.218, 21.546, 316.968, 235.595, 38.856, 187.614
26.962, 24.221, 55.401, 112.524, 162.229, 46.320, 316.882, 235.563, 38.943, 187.653
26.962, 24.234, 55.398, 112.672, 162.249, 46.589, 317.084, 235.546, 38.895, 187.672
30.582, 28.006, 19.114, 118.746, 162.011, 46.488, 319.114, 235.541, 38.882, 187.678
11.489, 28.056, 19.177, 118.949, 162.019, 46.496, 318.956, 235.541, 38.894, 187.684
11.577, 27.925, 21.032, 119.017, 161.978, 46.482, 318.848, 235.537, 38.941, 187.685
16.120, 27.812, 21.041, 119.216, 161.999, 46.468, 318.747, 236.580, 38.983, 187.698
16.032, 27.070, 21.020, 119.311, 162.006, 46.274, 318.653, 236.609, 43.165, 187.701
5.898, 27.184, 21.016, 119.410, 162.009, 46.258, 318.311, 236.625, 43.176, 187.728
5.321, 27.156, 55.846, 119.505, 161.989, 47.031, 318.197, 236.659, 43.252, 187.740
5.658, 27.122, 55.847, 119.584, 161.968, 47.259, 317.991, 235.568, 43.075, 187.742
21.120, 27.098, 55.846, 119.684, 161.973, 47.247, 317.820, 235.504, 43.067, 187.753
21.041, 42.664, 55.837, 119.799, 161.970, 47.239, 316.911, 235.584, 43.074, 187.759
20.821, 42.704, 55.843, 119.876, 161.972, 47.234, 316.823, 235.616, 43.075, 187.762
10.677, 42.844, 55.659, 119.953, 161.978, 47.206, 315.505, 235.599, 230.862, 187.761
10.756, 42.892, 55.673, 120.029, 162.030, 47.175, 315.349, 235.561, 231.013, 187.752
5.357, 42.996, 55.631, 120.116, 162.066, 6.111, 315.210, 235.566, 231.117, 187.763
5.176, 43.084, 55.565, 120.212, 162.099, 45.688, 315.098, 235.566, 230.882, 187.795
5.225, 43.136, 68.055, 14.875, 133.667, 45.695, 314.984, 235.553, 230.987, 187.776
5.854, 43.152, 68.154, 14.757, 135.567, 45.686, 313.361, 235.525, 231.110, 187.755
5.786, 14.352, 68.118, 177.896, 135.611, 45.664, 313.230, 235.538, 231.224, 187.753
5.466, 14.299, 68.132, 179.301, 135.612, 45.623, 313.148, 235.561, 231.336, 187.768
11.026, 24.939, 68.134, 179.345, 135.622, 44.626, 312.824, 235.559, 231.425, 187.776
10.786, 24.971, 68.106, 179.361, 135.645, 44.615, 312.710, 235.567, 231.535, 187.780
9.702, 24.967, 68.098, 179.425, 135.660, 44.593, 312.597, 235.552, 231.414, 187.773
10.417, 24.958, 68.090, 179.503, 135.706, 17.001, 312.519, 235.542, 231.479, 187.780
6.330, 24.925, 68.089, 179.536, 135.763, 17.042, 312.349, 235.545, 231.498, 187.783
10.657, 14.038, 68.107, 179.559, 135.796, 17.053, 311.720, 235.530, 231.636, 187.784
10.722, 14.013, 68.069, 179.593, 135.810, 117.444, 311.570, 235.483, 231.741, 187.791
7.794, 9.957, 68.041, 179.592, 135.824, 116.710, 310.746, 235.457, 231.842, 187.782
8.391, 9.834, 24.645, 179.521, 135.811, 116.713, 310.642, 235.467, 231.955, 187.793
15.349, 5.235, 24.705, 179.421, 135.813, 116.701, 310.526, 235.654, 232.013, 71.016
15.331, 10.112, 24.712, 179.328, 135.829, 116.688, 310.479, 235.650, 232.125, 71.032
15.700, 14.921, 24.705, 179.367, 135.843, 116.674, 310.419, 235.629, 232.243, 71.058
15.774, 11.615, 5.418, 179.378, 135.851, 116.555, 310.254, 235.616, 232.367, 71.032
15.772, 10.874, 27.068, 179.430, 135.861, 116.650, 310.190, 235.618, 232.467, 71.055
5.819, 10.846, 27.144, 179.530, 135.875, 116.646, 310.126, 235.599, 232.602, 71.050
21.124, 5.952, 27.162, 179.566, 135.888, 116.626, 310.043, 235.585, 232.728, 71.058
21.229, 6.430, 27.175, 179.608, 135.897, 116.631, 309.940, 235.566, 232.854, 71.052
21.229, 33.805, 22.983, 179.739, 135.910, 115.676, 309.854, 235.556, 232.962, 71.715
5.145, 33.933, 22.956, 179.852, 135.919, 115.662, 309.745, 235.562, 233.110, 71.717
6.130, 33.938, 23.006, 18.667, 135.699, 115.651, 309.670, 144.683, 233.236, 71.740
27.634, 33.985, 23.040, 16.780, 149.292, 115.631, 309.571, 144.694, 233.354, 71.757
27.716, 33.991, 16.239, 16.190, 149.360, 115.621, 308.604, 144.685, 233.483, 71.755
27.706, 34.020, 16.111, 50.602, 149.363, 115.625, 308.470, 144.644, 233.594, 54.965
27.642, 5.912, 6.554, 50.478, 149.383, 115.599, 308.361, 144.675, 233.748, 54.987
5.824, 16.017, 17.168, 50.424, 149.353, 115.529, 308.277, 144.653, 233.854, 54.982
5.267, 15.899, 17.231, 50.386, 149.346, 115.337, 121.374, 144.630, 233.971, 54.980
15.936, 15.842, 17.138, 49.823, 149.348, 115.193, 121.467, 144.808, 234.120, 54.975
15.925, 6.417, 74.206, 49.525, 149.353, 69.523, 121.502, 144.750, 234.259, 54.980
6.017, 5.645, 74.340, 49.536, 149.363, 68.015, 121.503, 144.706, 234.368, 54.978
5.640, 5.250, 74.520, 50.165, 149.368, 67.993, 121.504, 144.703, 234.483, 54.924
11.186, 9.530, 74.481, 35.219, 149.382, 67.981, 121.538, 144.693, 95.495, 54.911
11.129, 11.414, 74.354, 35.227, 149.381, 67.965, 121.565, 144.724, 95.344, 54.937
16.180, 11.439, 74.255, 35.293, 149.384, 67.952, 121.577, 144.719, 95.218, 25.855
16.274, 7.956, 74.279, 35.272, 149.399, 67.942, 121.600, 144.698, 95.080, 25.849
7.706, 11.052, 74.269, 35.247, 149.338, 67.943, 121.615, 144.691, 91.082, 25.825
4.774, 11.103, 74.262, 20.471, 149.293, 67.948, 121.654, 144.683, 90.954, 25.669
5.580, 26.036, 72.434, 20.472, 149.319, 67.946, 121.878, 144.203, 90.833, 40.448
5.037, 26.154, 72.416, 20.477, 149.268, 67.938, 121.869, 144.173, 90.709, 38.711
4.816, 26.163, 72.395, 5.544, 149.224, 76.157, 121.873, 144.147, 90.549, 38.644
5.522, 26.174, 64.835, 21.729, 149.176, 76.096, 121.877, 144.146, 186.737, 38.625
6.412, 26.189, 64.854, 21.781, 149.133, 76.087, 121.868, 144.137, 186.671, 38.621
6.747, 22.819, 64.840, 21.650, 149.088, 76.094, 121.894, 144.132, 186.670, 38.907
10.618, 22.863, 64.848, 21.598, 149.034, 76.147, 121.936, 144.116, 186.595, 38.869
10.951, 22.855, 64.834, 10.258, 148.964, 76.132, 122.009, 144.116, 186.372, 75.644
5.892, 12.088, 64.830, 36.539, 148.938, 76.131, 122.022, 144.087, 186.084, 75.639
5.631, 12.018, 64.829, 36.602, 148.918, 76.143, 122.037, 41.634, 186.009, 75.635
5.170, 6.521, 64.822, 36.522, 141.165, 76.146, 46.898, 41.646, 185.968, 75.619
5.737, 11.249, 64.821, 36.316, 141.290, 76.160, 46.884, 41.632, 185.868, 75.623
5.138, 11.380, 64.821, 36.328, 141.342, 76.145, 43.178, 41.633, 185.781, 75.641
6.496, 11.739, 64.821, 36.359, 141.358, 76.082, 43.180, 41.631, 185.726, 75.652
5.984, 11.740, 11.216, 38.581, 141.372, 76.080, 43.140, 41.614, 185.652, 75.658
10.557, 16.101, 11.169, 36.663, 141.397, 27.531, 43.132, 41.183, 185.532, 75.656
15.699, 16.073, 25.781, 36.658, 141.412, 27.482, 216.501, 32.553, 185.387, 75.657
15.650, 16.054, 25.863, 36.665, 141.416, 27.478, 216.541, 32.715, 185.251, 75.672
5.673, 5.533, 25.848, 35.437, 141.459, 27.484, 216.569, 32.690, 185.123, 75.673
10.918, 15.416, 25.840, 136.095, 141.489, 28.620, 216.589, 32.702, 184.966, 75.650
10.942, 15.415, 6.060, 136.105, 141.513, 28.626, 216.580, 178.871, 184.864, 97.863
5.412, 65.343, 6.170, 136.077, 141.526, 27.201, 216.591, 177.454, 184.760, 97.800
5.174, 65.356, 23.099, 136.070, 141.529, 126.456, 216.591, 177.461, 184.670, 97.796
6.201, 65.365, 23.147, 136.128, 141.538, 126.473, 216.628, 177.446, 184.608, 97.802
6.321, 65.377, 23.226, 136.174, 141.565, 126.470, 216.644, 177.430, 184.590, 97.837
6.626, 65.408, 56.744, 136.187, 141.575, 126.581, 216.609, 177.510, 184.504, 97.909
6.480, 65.450, 56.843, 136.193, 141.552, 126.587, 216.600, 177.561, 184.243, 98.205
15.705, 65.452, 56.409, 136.207, 141.558, 126.575, 216.624, 177.755, 184.159, 98.210
15.820, 65.473, 56.145, 136.797, 141.571, 126.591, 216.641, 177.809, 184.032, 98.214
6.057, 65.475, 56.034, 136.943, 141.588, 126.611, 216.655, 177.859, 184.025, 98.305
6.507, 65.467, 55.914, 136.960, 141.598, 126.617, 216.669, 177.910, 183.956, 98.407
6.670, 65.468, 147.909, 136.994, 141.620, 126.609, 216.522, 177.963, 183.941, 98.516
5.656, 65.523, 148.003, 137.028, 141.432, 126.598, 216.447, 178.012, 183.951, 98.581
10.510, 26.233, 148.020, 137.067, 141.437, 126.593, 216.494, 178.104, 183.944, 98.589
10.535, 26.310, 148.009, 137.078, 153.368, 126.592, 216.466, 178.159, 183.908, 98.624
10.611, 26.310, 148.018, 137.083, 153.450, 126.592, 216.553, 178.427, 228.638, 98.472
9.165, 26.302, 148.174, 137.390, 153.454, 126.585, 216.588, 178.527, 228.706, 429.774
9.398, 10.088, 148.179, 137.426, 153.418, 123.437, 216.589, 178.598, 228.702, 429.862
34.661, 10.164, 148.181, 137.447, 153.433, 122.738, 216.558, 178.652, 228.696, 429.864
34.677, 9.408, 148.199, 137.533, 153.448, 122.892, 216.710, 178.696, 228.688, 429.882
34.676, 5.557, 148.140, 81.540, 153.458, 122.851, 216.728, 178.751, 229.026, 429.846
24.101, 5.330, 148.098, 81.502, 153.453, 122.666, 216.735, 178.989, 228.965, 429.836
24.130, 25.839, 148.087, 81.516, 153.481, 122.568, 216.743, 179.101, 228.881, 429.835
38.718, 25.542, 148.089, 81.642, 153.730, 122.548, 216.771, 179.131, 228.817, 429.620
39.129, 25.456, 148.037, 81.711, 153.740, 115.164, 216.799, 179.181, 228.736, 429.617
